WKT,FEAT_DESC,NAME,PERENNIAL,HIERARCHY,MAP_LEGEND,PERIMETER,HECTARES,myarea,myperim
"MULTIPOLYGON (((119.9708 -21.6109,119.96953 -21.60659,119.97083 -21.60808,119.97132 -21.60932,119.97132 -21.61045,119.9708 -21.6109)))",Lake,,Perennial,Not applicable,Perennial Lake,1057.029,3.277,"32774","1053"
"MULTIPOLYGON (((120.84269 -21.96721,120.84203 -21.96703,120.84171 -21.96656,120.84255 -21.96666,120.84469 -21.96652,120.84665 -21.96608,120.84728 -21.96621,120.84701 -21.96655,120.84562 -21.96686,120.84459 -21.96712,120.84269 -21.96721)))",Lake,,Perennial,Not applicable,Perennial Lake,1211.497,3.265,"32652","1218"
"MULTIPOLYGON (((120.11244 -21.78955,120.11223 -21.78904,120.11232 -21.78463,120.11271 -21.78425,120.11292 -21.78475,120.11281 -21.78899,120.11244 -21.78955)))",Lake,,Perennial,Not applicable,Perennial Lake,1215.853,3.259,"32587","1209"
"MULTIPOLYGON (((119.32206 -20.92254,119.32156 -20.92193,119.32191 -20.91977,119.32241 -20.9189,119.32273 -20.91987,119.3227 -20.92197,119.32236 -20.92227,119.32206 -20.92254)))",Lake,,Perennial,Not applicable,Perennial Lake,876.707,3.247,"32469","873"
"MULTIPOLYGON (((118.62833 -21.73396,118.62776 -21.73315,118.62788 -21.73202,118.629 -21.72938,118.62922 -21.7309,118.62861 -21.73236,118.62833 -21.73396)))",Lake,,Perennial,Not applicable,Perennial Lake,1075.697,3.185,"31851","1070"
"MULTIPOLYGON (((120.52788 -21.48963,120.52758 -21.48949,120.52728 -21.48918,120.52706 -21.48832,120.52658 -21.48765,120.52644 -21.48726,120.52632 -21.48658,120.5268 -21.48658,120.52752 -21.48715,120.52825 -21.48895,120.52788 -21.48963)))",Lake,,Perennial,Not applicable,Perennial Lake,837.416,3.167,"31669","835"
"MULTIPOLYGON (((117.92167 -21.34039,117.92076 -21.33931,117.92051 -21.33864,117.91938 -21.33722,117.92088 -21.33773,117.92196 -21.33931,117.92208 -21.33988,117.92167 -21.34039)))",Lake,,Perennial,Not applicable,Perennial Lake,936.471,3.168,"31677","935"
"MULTIPOLYGON (((120.30074 -21.69092,120.30146 -21.69093,120.30291 -21.69161,120.30399 -21.69161,120.30411 -21.6924,120.3017 -21.69217,120.30073 -21.69138,120.30074 -21.69092)))",Lake,,Perennial,Not applicable,Perennial Lake,874.786,3.128,"31284","877"
"MULTIPOLYGON (((117.11013 -21.19444,117.11028 -21.19272,117.11089 -21.19182,117.11102 -21.1908,117.11139 -21.19028,117.11186 -21.19069,117.11088 -21.19374,117.11013 -21.19444)))",Lake,,Perennial,Not applicable,Perennial Lake,1025.082,3.125,"31253","1021"
"MULTIPOLYGON (((116.67679 -20.89638,116.6778 -20.89773,116.67913 -20.89919,116.67914 -20.90027,116.67793 -20.89965,116.67679 -20.89638)))",Lake,,Perennial,Not applicable,Perennial Lake,1041.811,3.126,"31263","1039"
"MULTIPOLYGON (((120.95142 -21.49968,120.95118 -21.49946,120.95106 -21.4989,120.95154 -21.4981,120.95214 -21.49765,120.95322 -21.49765,120.95359 -21.4981,120.95142 -21.49968)))",Lake,,Perennial,Not applicable,Perennial Lake,738.583,3.108,"31081","739"
"MULTIPOLYGON (((120.48963 -21.50325,120.48915 -21.50303,120.48864 -21.50229,120.48828 -21.50158,120.48756 -21.49979,120.4874 -21.49869,120.48773 -21.49834,120.48798 -21.49853,120.48816 -21.49985,120.48858 -21.50114,120.48927 -21.50218,120.48961 -21.50275,120.48963 -21.50325)))",Lake,,Perennial,Not applicable,Perennial Lake,1224.051,3.107,"31066","1220"
"MULTIPOLYGON (((118.67075 -21.80955,118.66954 -21.80819,118.66931 -21.80774,118.66949 -21.80723,118.66985 -21.80686,118.671 -21.8082,118.67135 -21.80899,118.67125 -21.80952,118.67075 -21.80955)))",Lake,,Perennial,Not applicable,Perennial Lake,763.508,3.099,"30986","762"
"MULTIPOLYGON (((120.46727 -21.5678,120.46668 -21.56737,120.46657 -21.56681,120.4667 -21.56497,120.46717 -21.5637,120.46783 -21.56326,120.46784 -21.56375,120.46734 -21.56514,120.46722 -21.56715,120.46727 -21.5678)))",Lake,,Perennial,Not applicable,Perennial Lake,1094.018,3.104,"31035","1089"
"MULTIPOLYGON (((119.25404 -20.35219,119.25369 -20.35152,119.25118 -20.35004,119.25106 -20.34981,119.25142 -20.34936,119.25214 -20.34959,119.25357 -20.35061,119.25417 -20.3514,119.25428 -20.35208,119.25404 -20.35219)))",Lake,,Perennial,Not applicable,Perennial Lake,960.402,3.122,"31216","961"
"MULTIPOLYGON (((120.46436 -21.54272,120.46436 -21.54238,120.46605 -21.5417,120.46835 -21.54148,120.46823 -21.54193,120.46642 -21.54261,120.46436 -21.54272)))",Lake,,Perennial,Not applicable,Perennial Lake,931.060,3.095,"30953","935"
"MULTIPOLYGON (((119.52664 -21.07885,119.52865 -21.07709,119.52972 -21.0749,119.52997 -21.07563,119.52913 -21.07754,119.52817 -21.07845,119.52664 -21.07885)))",Lake,,Perennial,Not applicable,Perennial Lake,1174.295,3.096,"30955","1173"
"MULTIPOLYGON (((120.13919 -21.74916,120.13894 -21.74903,120.139 -21.74873,120.14103 -21.74831,120.14348 -21.74783,120.1444 -21.74802,120.14402 -21.74832,120.14254 -21.74857,120.14 -21.74902,120.13919 -21.74916)))",Lake,,Perennial,Not applicable,Perennial Lake,1188.517,3.079,"30791","1195"
"MULTIPOLYGON (((120.42675 -21.3176,120.42831 -21.31699,120.42963 -21.31597,120.43011 -21.31643,120.42975 -21.3171,120.42903 -21.31755,120.42698 -21.31811,120.42675 -21.3176)))",Lake,ROCK POOL,Perennial,Not applicable,Perennial Lake,878.191,3.053,"30530","880"
"MULTIPOLYGON (((118.3305 -20.87658,118.32959 -20.87323,118.32975 -20.87241,118.33028 -20.87305,118.33098 -20.87557,118.33098 -20.87636,118.3305 -20.87658)))",Lake,JELLIABIDINA POOL,Perennial,Not applicable,Perennial Lake,1000.256,3.058,"30577","996"
"MULTIPOLYGON (((117.92923 -21.34848,117.92799 -21.34789,117.9263 -21.34631,117.9262 -21.34556,117.92896 -21.34744,117.92923 -21.34848)))",Lake,YAREWEEREE POOL,Perennial,Not applicable,Perennial Lake,948.056,3.047,"30466","948"
"MULTIPOLYGON (((120.38931 -21.66289,120.38944 -21.66233,120.39125 -21.66064,120.39222 -21.66019,120.39234 -21.66053,120.39125 -21.662,120.38931 -21.66289)))",Lake,,Perennial,Not applicable,Perennial Lake,901.441,3.036,"30362","902"
"MULTIPOLYGON (((118.43194 -21.16547,118.43144 -21.16752,118.4303 -21.16961,118.42983 -21.16919,118.43024 -21.16798,118.4306 -21.1673,118.43194 -21.16547)))",Lake,MUNDABUNDENOONA POOL,Perennial,Not applicable,Perennial Lake,1034.084,2.994,"29936","1031"
"MULTIPOLYGON (((116.80051 -20.99553,116.80004 -20.99548,116.79969 -20.99514,116.79931 -20.99472,116.79898 -20.99442,116.79829 -20.99422,116.79816 -20.99361,116.79869 -20.99338,116.79964 -20.9937,116.79998 -20.99404,116.80033 -20.9944,116.80074 -20.99501,116.80051 -20.99553)))",Lake,,Perennial,Not applicable,Perennial Lake,767.373,2.984,"29838","768"
"MULTIPOLYGON (((118.96481 -21.15057,118.96341 -21.14938,118.9621 -21.14874,118.9625 -21.14784,118.96377 -21.14859,118.96497 -21.14997,118.96481 -21.15057)))",Lake,,Perennial,Not applicable,Perennial Lake,879.163,2.981,"29805","879"
"MULTIPOLYGON (((117.03781 -21.44352,117.04035 -21.44104,117.04087 -21.44131,117.04035 -21.44239,117.0395 -21.44318,117.03781 -21.44352)))",Lake,,Perennial,Not applicable,Perennial Lake,876.053,2.971,"29710","877"
"MULTIPOLYGON (((119.42422 -21.33905,119.42278 -21.33882,119.42236 -21.33828,119.42314 -21.33792,119.42422 -21.33792,119.42599 -21.33882,119.42422 -21.33905)))",Lake,,Perennial,Not applicable,Perennial Lake,818.689,2.970,"29700","822"
"MULTIPOLYGON (((118.97303 -21.4413,118.97118 -21.43807,118.97191 -21.43785,118.97215 -21.43807,118.97323 -21.43999,118.97303 -21.4413)))",Lake,,Perennial,Not applicable,Perennial Lake,909.498,2.953,"29529","907"
"MULTIPOLYGON (((117.05072 -21.16081,117.04879 -21.1608,117.04744 -21.16038,117.04838 -21.16003,117.04952 -21.16001,117.05072 -21.16025,117.05141 -21.15988,117.05191 -21.16035,117.05072 -21.16081)))",Lake,,Perennial,Not applicable,Perennial Lake,984.526,2.951,"29513","989"
"MULTIPOLYGON (((120.65804 -21.36158,120.65683 -21.36124,120.65527 -21.35977,120.65527 -21.35909,120.65599 -21.35932,120.65828 -21.36146,120.65828 -21.36157,120.65804 -21.36158)))",Lake,,Perennial,Not applicable,Perennial Lake,886.703,2.930,"29298","887"
"MULTIPOLYGON (((118.68496 -21.76228,118.6848 -21.7596,118.68528 -21.75842,118.68576 -21.75949,118.68575 -21.76129,118.68496 -21.76228)))",Lake,,Perennial,Not applicable,Perennial Lake,905.990,2.911,"29105","901"
"MULTIPOLYGON (((120.50466 -21.21865,120.50466 -21.21831,120.50707 -21.21583,120.50803 -21.21549,120.50791 -21.21595,120.5055 -21.21831,120.50466 -21.21865)))",Lake,,Perennial,Not applicable,Perennial Lake,1024.827,2.897,"28974","1025"
"MULTIPOLYGON (((119.76421 -21.79079,119.76655 -21.79153,119.76805 -21.79252,119.76747 -21.79299,119.76582 -21.79187,119.76405 -21.79133,119.76421 -21.79079)))",Lake,,Perennial,Not applicable,Perennial Lake,987.645,2.883,"28831","990"
"MULTIPOLYGON (((120.44001 -21.60393,120.44022 -21.60314,120.44183 -21.6001,120.44226 -21.59988,120.44233 -21.60036,120.44079 -21.6035,120.44001 -21.60393)))",Lake,,Perennial,Not applicable,Perennial Lake,1049.669,2.884,"28838","1046"
"MULTIPOLYGON (((119.80736 -20.58435,119.80401 -20.58378,119.80189 -20.58243,119.8062 -20.58363,119.80736 -20.58435)))",Lake,,Perennial,Not applicable,Perennial Lake,1230.792,2.900,"29002","1235"
"MULTIPOLYGON (((121.14779 -21.59507,121.14777 -21.59429,121.14826 -21.59177,121.14869 -21.59077,121.149 -21.59054,121.14914 -21.5912,121.14888 -21.59221,121.14835 -21.59426,121.14779 -21.59507)))",Lake,,Perennial,Not applicable,Perennial Lake,1065.318,2.876,"28759","1060"
"MULTIPOLYGON (((119.81348 -23.05151,119.81366 -23.05077,119.81451 -23.04998,119.81585 -23.0479,119.81612 -23.04782,119.81628 -23.04795,119.81609 -23.04862,119.815 -23.05032,119.81403 -23.05134,119.81348 -23.05151)))",Lake,,Perennial,Not applicable,Perennial Lake,1034.344,2.835,"28351","1032"
"MULTIPOLYGON (((118.12942 -20.4731,118.12789 -20.47203,118.12688 -20.46951,118.12824 -20.47056,118.12942 -20.4731)))",Lake,,Perennial,Not applicable,Perennial Lake,989.060,2.882,"28821","987"
"MULTIPOLYGON (((119.89472 -21.16445,119.89595 -21.163,119.89684 -21.16149,119.89703 -21.16289,119.89667 -21.16379,119.89607 -21.16424,119.89472 -21.16445)))",Lake,,Perennial,Not applicable,Perennial Lake,882.086,2.853,"28532","881"
"MULTIPOLYGON (((120.47221 -21.53979,120.47233 -21.53911,120.4733 -21.5381,120.47475 -21.53675,120.47463 -21.53765,120.47426 -21.53833,120.4733 -21.53934,120.47221 -21.53979)))",Lake,,Perennial,Not applicable,Perennial Lake,897.587,2.845,"28454","897"
"MULTIPOLYGON (((120.10669 -21.89546,120.10639 -21.89516,120.10621 -21.89478,120.10606 -21.89377,120.10613 -21.89265,120.1063 -21.89251,120.10681 -21.89231,120.10706 -21.89242,120.10714 -21.89252,120.10714 -21.89267,120.10704 -21.89294,120.10692 -21.8935,120.10705 -21.89479,120.10687 -21.8953,120.10669 -21.89546)))",Lake,,Perennial,Not applicable,Perennial Lake,794.780,2.806,"28059","792"
"MULTIPOLYGON (((121.19318 -21.55829,121.19285 -21.55819,121.19163 -21.55789,121.18935 -21.55769,121.18859 -21.55773,121.18823 -21.55769,121.18854 -21.55725,121.18901 -21.5572,121.19169 -21.55739,121.19334 -21.55789,121.19352 -21.55827,121.19318 -21.55829)))",Lake,,Perennial,Not applicable,Perennial Lake,1161.269,2.772,"27722","1167"
"MULTIPOLYGON (((119.38542 -21.32259,119.38543 -21.32199,119.38736 -21.32121,119.38828 -21.32119,119.38842 -21.3217,119.38676 -21.32245,119.38542 -21.32259)))",Lake,,Perennial,Not applicable,Perennial Lake,767.164,2.762,"27616","769"
"MULTIPOLYGON (((117.13982 -21.11232,117.13871 -21.11127,117.13863 -21.11075,117.13957 -21.10845,117.13972 -21.11121,117.13995 -21.11177,117.13982 -21.11232)))",Lake,,Perennial,Not applicable,Perennial Lake,933.195,2.758,"27583","929"
"MULTIPOLYGON (((117.94391 -21.40778,117.94371 -21.40727,117.94366 -21.40648,117.94406 -21.40532,117.9447 -21.40388,117.94484 -21.40366,117.9449 -21.40403,117.94478 -21.40525,117.94471 -21.40622,117.94427 -21.4072,117.94391 -21.40778)))",Lake,WEEDEEMILEGENER POOL,Perennial,Not applicable,Perennial Lake,965.082,2.748,"27476","961"
"MULTIPOLYGON (((120.72316 -21.49575,120.72316 -21.49519,120.72353 -21.49496,120.72546 -21.49451,120.72606 -21.49507,120.72582 -21.49541,120.72509 -21.49564,120.72316 -21.49575)))",Lake,,Perennial,Not applicable,Perennial Lake,724.996,2.744,"27444","727"
"MULTIPOLYGON (((121.21682 -21.58706,121.21626 -21.58699,121.21577 -21.58671,121.21517 -21.58641,121.21404 -21.58625,121.21263 -21.58584,121.21232 -21.58564,121.21211 -21.58538,121.21253 -21.58528,121.21392 -21.58566,121.21502 -21.58584,121.21611 -21.5863,121.21666 -21.58667,121.21682 -21.58706)))",Lake,,Perennial,Not applicable,Perennial Lake,1081.289,2.742,"27417","1086"
"MULTIPOLYGON (((117.04589 -21.5042,117.04604 -21.50368,117.04652 -21.50318,117.04845 -21.50319,117.04901 -21.50372,117.04808 -21.50409,117.04589 -21.5042)))",Lake,,Perennial,Not applicable,Perennial Lake,745.949,2.742,"27420","749"
"MULTIPOLYGON (((118.17474 -20.51031,118.1739 -20.50953,118.17401 -20.50761,118.17436 -20.50715,118.17473 -20.50749,118.17473 -20.50873,118.17522 -20.50975,118.17474 -20.51031)))",Lake,,Perennial,Not applicable,Perennial Lake,795.663,2.755,"27547","793"
"MULTIPOLYGON (((120.36284 -21.69632,120.3626 -21.69669,120.36182 -21.6971,120.35984 -21.69802,120.35897 -21.69827,120.35826 -21.69846,120.35793 -21.69832,120.35827 -21.69794,120.35892 -21.69778,120.36065 -21.69711,120.36236 -21.69637,120.36284 -21.69632)))",Lake,,Perennial,Not applicable,Perennial Lake,1136.399,2.725,"27247","1141"
"MULTIPOLYGON (((120.08855 -21.80943,120.08827 -21.80894,120.08816 -21.80669,120.08914 -21.80513,120.08952 -21.8051,120.08958 -21.80547,120.08874 -21.80693,120.08876 -21.80902,120.08855 -21.80943)))",Lake,,Perennial,Not applicable,Perennial Lake,1061.953,2.707,"27073","1057"
"MULTIPOLYGON (((118.19699 -21.13468,118.19708 -21.13389,118.19826 -21.13301,118.19858 -21.13212,118.19891 -21.131,118.19936 -21.13185,118.19912 -21.13253,118.19865 -21.13333,118.19792 -21.13422,118.19699 -21.13468)))",Lake,,Perennial,Not applicable,Perennial Lake,998.502,2.718,"27183","996"
"MULTIPOLYGON (((117.06125 -21.50145,117.06029 -21.50144,117.05865 -21.50085,117.05934 -21.50055,117.06186 -21.50054,117.06219 -21.50113,117.06125 -21.50145)))",Lake,,Perennial,Not applicable,Perennial Lake,795.437,2.691,"26912","799"
"MULTIPOLYGON (((120.49286 -21.704,120.4924 -21.70382,120.49129 -21.70288,120.48992 -21.70211,120.48974 -21.70168,120.48975 -21.70129,120.49022 -21.70142,120.49152 -21.70231,120.49282 -21.7034,120.49286 -21.704)))",Lake,,Perennial,Not applicable,Perennial Lake,930.568,2.682,"26818","931"
"MULTIPOLYGON (((117.05484 -21.57058,117.05468 -21.57057,117.05366 -21.57051,117.05362 -21.57003,117.05453 -21.56976,117.05533 -21.56951,117.05641 -21.5694,117.05677 -21.56963,117.05677 -21.56997,117.05484 -21.57058)))",Lake,,Perennial,Not applicable,Perennial Lake,765.478,2.678,"26778","768"
"MULTIPOLYGON (((117.18453 -21.1179,117.18363 -21.11659,117.18393 -21.11589,117.18436 -21.11468,117.18509 -21.114,117.18575 -21.11401,117.18532 -21.11491,117.18428 -21.11564,117.18412 -21.11625,117.18483 -21.11762,117.18453 -21.1179)))",Lake,,Perennial,Not applicable,Perennial Lake,1101.191,2.673,"26727","1099"
"MULTIPOLYGON (((120.31159 -21.69546,120.31268 -21.69547,120.31497 -21.69694,120.31497 -21.69739,120.31219 -21.69626,120.31159 -21.69546)))",Lake,,Perennial,Not applicable,Perennial Lake,869.924,2.662,"26619","872"
"MULTIPOLYGON (((119.26186 -21.4399,119.26186 -21.43907,119.26234 -21.43862,119.26283 -21.43738,119.26362 -21.43692,119.26331 -21.43896,119.26186 -21.4399)))",Lake,,Perennial,Not applicable,Perennial Lake,817.998,2.664,"26638","816"
"MULTIPOLYGON (((119.36918 -21.12232,119.36934 -21.11928,119.37015 -21.11833,119.37006 -21.12109,119.36918 -21.12232)))",Lake,,Perennial,Not applicable,Perennial Lake,945.532,2.662,"26619","941"
"MULTIPOLYGON (((115.543914868893 -22.5747643029389,115.542838967823 -22.5733051810391,115.541999770997 -22.5723685870773,115.541865500237 -22.5721895124264,115.5449 -22.57515,115.5449 -22.57547,115.54455 -22.57546,115.544088911766 -22.5750117197723,115.543914868893 -22.5747643029389)))",Lake,,Perennial,Not applicable,Perennial Lake,1125.799,2.608,"12180","980"
"MULTIPOLYGON (((118.63629 -21.62669,118.63586 -21.62491,118.6363 -21.62266,118.63683 -21.62333,118.63683 -21.62457,118.63629 -21.62669)))",Lake,,Perennial,Not applicable,Perennial Lake,931.046,2.615,"26154","926"
"MULTIPOLYGON (((116.61197 -20.85176,116.61268 -20.85536,116.61289 -20.85658,116.61172 -20.85525,116.61197 -20.85176)))",Lake,MIAREE POOL,Perennial,Not applicable,Perennial Lake,1125.447,2.607,"26075","1121"
"MULTIPOLYGON (((118.32905 -20.75778,118.33028 -20.75926,118.3303 -20.7614,118.32921 -20.75978,118.32905 -20.75778)))",Lake,,Perennial,Not applicable,Perennial Lake,882.328,2.608,"26076","879"
"MULTIPOLYGON (((120.6802 -21.37791,120.67906 -21.37772,120.67593 -21.37704,120.67576 -21.37681,120.67604 -21.37658,120.67786 -21.37695,120.67983 -21.37735,120.68075 -21.37783,120.6802 -21.37791)))",Lake,,Perennial,Not applicable,Perennial Lake,1086.905,2.594,"25940","1092"
"MULTIPOLYGON (((119.03696 -20.24104,119.03595 -20.24089,119.03513 -20.24062,119.03386 -20.24011,119.03209 -20.24,119.03216 -20.23967,119.03221 -20.23933,119.03405 -20.23968,119.03587 -20.24053,119.03694 -20.24076,119.03718 -20.24094,119.03696 -20.24104)))",Lake,,Perennial,Not applicable,Perennial Lake,1179.189,2.585,"25848","1183"
"MULTIPOLYGON (((120.55021 -21.15131,120.55045 -21.15187,120.54732 -21.15334,120.54672 -21.15345,120.54696 -21.15289,120.55021 -21.15131)))",Lake,,Perennial,Not applicable,Perennial Lake,938.698,2.557,"25567","941"
"MULTIPOLYGON (((121.1097 -21.75025,121.10913 -21.74861,121.10916 -21.74803,121.10946 -21.74768,121.1097 -21.74756,121.11001 -21.74802,121.11043 -21.74937,121.11038 -21.74978,121.11017 -21.75006,121.1097 -21.75025)))",Lake,,Perennial,Not applicable,Perennial Lake,687.839,2.529,"25293","685"
"MULTIPOLYGON (((117.59255 -20.80192,117.59453 -20.80615,117.5936 -20.8055,117.59228 -20.80268,117.59255 -20.80192)))",Lake,,Perennial,Not applicable,Perennial Lake,1065.358,2.542,"25423","1062"
"MULTIPOLYGON (((118.2998 -20.66717,118.30089 -20.67041,118.29994 -20.67012,118.29991 -20.67003,118.29929 -20.66797,118.29935 -20.66786,118.2998 -20.66717)))",Lake,,Perennial,Not applicable,Perennial Lake,833.587,2.534,"25336","831"
"MULTIPOLYGON (((119.99583 -20.61483,119.99348 -20.61483,119.99343 -20.61483,119.99487 -20.61371,119.99667 -20.61404,119.99583 -20.61483)))",Lake,,Perennial,Not applicable,Perennial Lake,757.457,2.531,"25314","760"
"MULTIPOLYGON (((120.25301 -21.70096,120.25306 -21.70069,120.25579 -21.70018,120.25772 -21.70008,120.25784 -21.70041,120.25337 -21.70108,120.25301 -21.70096)))",Lake,,Perennial,Not applicable,Perennial Lake,1059.677,2.507,"25072","1065"
"MULTIPOLYGON (((119.09621 -20.98064,119.09641 -20.97989,119.09819 -20.97812,119.09898 -20.97783,119.0987 -20.97858,119.09708 -20.98018,119.09621 -20.98064)))",Lake,,Perennial,Not applicable,Perennial Lake,879.940,2.495,"24955","880"
"MULTIPOLYGON (((115.83516 -21.50364,115.83488 -21.50322,115.83442 -21.50109,115.83421 -21.49917,115.83445 -21.49901,115.83493 -21.50047,115.83493 -21.50091,115.8354 -21.5033,115.83516 -21.50364)))",Lake,,Perennial,Not applicable,Perennial Lake,1077.079,2.485,"24847","1072"
"MULTIPOLYGON (((120.8931 -21.09094,120.89309 -21.08721,120.89358 -21.08767,120.89393 -21.08879,120.8937 -21.09037,120.8931 -21.09094)))",Lake,,Perennial,Not applicable,Perennial Lake,883.338,2.486,"24862","879"
"MULTIPOLYGON (((117.13618 -21.0808,117.1353 -21.07979,117.13538 -21.07796,117.13615 -21.07867,117.13662 -21.0798,117.13618 -21.0808)))",Lake,YENIBOOKAL POOL,Perennial,Not applicable,Perennial Lake,715.792,2.461,"24605","714"
"MULTIPOLYGON (((118.33149 -20.89689,118.32967 -20.89488,118.32943 -20.89443,118.32978 -20.89409,118.33063 -20.89431,118.33141 -20.89623,118.33149 -20.89689)))",Lake,MARDAGUBIDDINA POOL,Perennial,Not applicable,Perennial Lake,794.432,2.455,"24553","793"
"MULTIPOLYGON (((120.48404 -21.68291,120.48304 -21.68283,120.48207 -21.68182,120.48136 -21.68112,120.48093 -21.67994,120.4812 -21.67959,120.48142 -21.67985,120.48164 -21.68066,120.48278 -21.68182,120.48353 -21.68239,120.48404 -21.68291)))",Lake,,Perennial,Not applicable,Perennial Lake,1029.399,2.432,"24316","1029"
"MULTIPOLYGON (((120.37029 -21.67102,120.36992 -21.67096,120.36968 -21.67083,120.36899 -21.67041,120.36819 -21.6697,120.36733 -21.66885,120.36679 -21.66843,120.3667 -21.6682,120.36706 -21.66809,120.3678 -21.66857,120.36876 -21.66949,120.36971 -21.67032,120.37004 -21.67059,120.37029 -21.67102)))",Lake,,Perennial,Not applicable,Perennial Lake,1004.518,2.426,"24261","1005"
"MULTIPOLYGON (((118.10532 -20.54534,118.10707 -20.54452,118.10838 -20.54316,118.10862 -20.54302,118.10838 -20.54396,118.10764 -20.54484,118.10629 -20.54566,118.10532 -20.54534)))",Lake,MEEDANAR POOL,Perennial,Not applicable,Perennial Lake,941.889,2.444,"24437","943"
"MULTIPOLYGON (((120.90641 -21.42041,120.90822 -21.4186,120.90967 -21.41814,120.90979 -21.41837,120.90786 -21.41995,120.90641 -21.42041)))",Lake,,Perennial,Not applicable,Perennial Lake,884.684,2.421,"24206","886"
"MULTIPOLYGON (((120.98018 -21.13209,120.98079 -21.13254,120.98102 -21.13378,120.98055 -21.13401,120.97922 -21.13254,120.97922 -21.13198,120.98018 -21.13209)))",Lake,,Perennial,Not applicable,Perennial Lake,651.442,2.408,"24082","651"
"MULTIPOLYGON (((120.52323 -21.18932,120.52334 -21.19011,120.5231 -21.19056,120.52286 -21.19169,120.52238 -21.19225,120.52202 -21.19169,120.5225 -21.18966,120.52323 -21.18932)))",Lake,,Perennial,Not applicable,Perennial Lake,740.819,2.397,"23969","738"
"MULTIPOLYGON (((117.04524 -21.43223,117.04451 -21.43124,117.04464 -21.43022,117.04537 -21.4293,117.04572 -21.43113,117.04524 -21.43223)))",Lake,,Perennial,Not applicable,Perennial Lake,714.096,2.385,"23852","711"
"MULTIPOLYGON (((118.45221 -21.12173,118.45463 -21.11929,118.45449 -21.12048,118.45341 -21.12162,118.45242 -21.122,118.45221 -21.12173)))",Lake,KANGAN POOL,Perennial,Not applicable,Perennial Lake,819.217,2.378,"23778","819"
"MULTIPOLYGON (((118.63685 -21.63138,118.63631 -21.63067,118.63631 -21.62965,118.63673 -21.62849,118.63728 -21.62909,118.63727 -21.63079,118.63685 -21.63138)))",Lake,,Perennial,Not applicable,Perennial Lake,702.164,2.367,"23668","699"
"MULTIPOLYGON (((121.01492 -21.84881,121.01456 -21.84854,121.01369 -21.84558,121.01345 -21.84478,121.01358 -21.84429,121.01389 -21.84468,121.0148 -21.84761,121.01504 -21.84832,121.01506 -21.84839,121.01492 -21.84881)))",Lake,,Perennial,Not applicable,Perennial Lake,1071.408,2.360,"23601","1066"
"MULTIPOLYGON (((120.35521 -21.88139,120.35461 -21.88139,120.35503 -21.88091,120.35657 -21.88036,120.35818 -21.87947,120.35885 -21.87948,120.35839 -21.8799,120.35687 -21.88079,120.35521 -21.88139)))",Lake,,Perennial,Not applicable,Perennial Lake,996.151,2.349,"23493","1000"
"MULTIPOLYGON (((116.78853 -20.98269,116.78766 -20.98236,116.78702 -20.98181,116.78686 -20.9816,116.78684 -20.98121,116.78707 -20.98099,116.78753 -20.981,116.78802 -20.98144,116.78895 -20.98205,116.78902 -20.98264,116.78853 -20.98269)))",Lake,TOORARE POOL,Perennial,Not applicable,Perennial Lake,646.454,2.351,"23513","647"
"MULTIPOLYGON (((116.8173 -21.47105,116.81967 -21.47196,116.81885 -21.47253,116.81816 -21.47253,116.81727 -21.47209,116.8173 -21.47105)))",Lake,,Perennial,Not applicable,Perennial Lake,660.997,2.328,"23278","662"
"MULTIPOLYGON (((117.20041 -21.20497,117.19948 -21.20497,117.19828 -21.20448,117.19718 -21.20389,117.19701 -21.20376,117.1973 -21.20374,117.19829 -21.20382,117.19902 -21.20394,117.19996 -21.20418,117.20041 -21.20497)))",Lake,,Perennial,Not applicable,Perennial Lake,794.649,2.309,"23091","797"
"MULTIPOLYGON (((119.28023 -21.23693,119.27915 -21.2367,119.27793 -21.23596,119.28011 -21.2358,119.28107 -21.23641,119.28023 -21.23693)))",Lake,,Perennial,Not applicable,Perennial Lake,714.985,2.306,"23060","718"
"MULTIPOLYGON (((116.63287 -21.76258,116.636 -21.76278,116.63207 -21.76381,116.63287 -21.76258)))",Lake,,Perennial,Not applicable,Perennial Lake,902.318,2.296,"22962","906"
"MULTIPOLYGON (((117.03722 -21.50446,117.03681 -21.50399,117.03819 -21.50325,117.03975 -21.50347,117.03867 -21.50427,117.03722 -21.50446)))",Lake,,Perennial,Not applicable,Perennial Lake,687.500,2.299,"22991","690"
"MULTIPOLYGON (((117.12237 -21.15708,117.12348 -21.15518,117.12433 -21.1545,117.12524 -21.15451,117.12328 -21.15653,117.12237 -21.15708)))",Lake,,Perennial,Not applicable,Perennial Lake,865.307,2.293,"22929","865"
"MULTIPOLYGON (((118.03295 -20.52035,118.03247 -20.52024,118.03235 -20.51956,118.03511 -20.51966,118.03535 -20.52,118.03487 -20.52034,118.03295 -20.52035)))",Lake,,Perennial,Not applicable,Perennial Lake,721.777,2.299,"22988","724"
"MULTIPOLYGON (((118.61819 -21.58538,118.61939 -21.58691,118.61877 -21.58734,118.61796 -21.58677,118.61748 -21.58609,118.61761 -21.58544,118.61819 -21.58538)))",Lake,,Perennial,Not applicable,Perennial Lake,619.233,2.244,"22442","619"
